,userId,movieId,rating
799154,A2PWUIQG57O1AZ,B000PD6WX6,4.0
799163,AHD101501WCN1,B0006DD3PU,5.0
799174,A24505CR98NLLV,B000K0C1R0,5.0
799204,A2OJW07GQRNJUT,B00071BV1Y,5.0
799207,A1POFVVXUZR3IQ,0723237298,5.0
799223,A1S8AJIUIO6M9K,B000N7ASXO,5.0
799235,A2NJO6YE954DBH,B000FKPBFO,5.0
799239,AIEEK7AHXKZCC,B000GSKNVW,1.0
799312,A2NTJUI2DLZF4R,B000ERM4AI,4.0
799340,A2F3SXHT6RBV81,1590523288,3.0
799356,AHD101501WCN1,B000N3NRPE,4.0
799379,A23ZCJ9U3ZN0FK,B000GU3R1I,5.0
799380,A1ZEOVGC3CDE0C,B000GU3R1I,5.0
799384,A2NTJUI2DLZF4R,B000GU3R1I,4.0
799386,A22DUZU3XVA8HA,B000GU3R1I,4.0
799398,A17FLA8HQOFVIG,B000GU3R1I,5.0
799407,A3M174IC0VXOS2,0399151974,4.0
799408,A2VKWLCNZF4ZVB,0399151974,5.0
799410,AFVQZQ8PW0L,0399151974,5.0
799420,AFVQZQ8PW0L,B000HWYTVW,5.0
799468,A21NVBFIEQWDSG,1591331323,4.0
799520,AUM3YMZ0YRJE0,B000PWT5ZY,4.0
799533,A2YF4ZMECJVLK9,B000P0PBH2,5.0
799550,A1OX82JPAQLL60,1573830011,4.0
799552,A2MF2QVSCUI27G,0446696986,4.0
799554,A24505CR98NLLV,0446696986,4.0
799566,A2AYSFGUP5VTY3,B000N2HBPC,4.0
799568,A1GARI2JT6EAWA,B000N2HBPC,4.0
799571,A1M8PP7MLHNBQB,B000N2HBPC,5.0
799573,A21VR7M8O55EF6,B000N2HBPC,4.0
799668,AFVQZQ8PW0L,0758202938,5.0
799696,A2F540P3L6P5CL,0451157508,4.0
799712,A14OJS0VWMOSWO,0879103264,5.0
799906,A14OJS0VWMOSWO,1574091638,5.0
799914,A14OJS0VWMOSWO,B000NVZEOI,5.0
799923,A2GBJQ9THOYDAJ,0743435281,3.0
799931,A14OJS0VWMOSWO,0743435281,5.0
799932,AK7D1BHZOSOL1,0743435281,3.0
799939,A2W7WH9V5OKUA9,B000P4Z3AI,5.0
799996,A1BMKEJ61X57EU,0132638495,4.0
800054,AK7D1BHZOSOL1,1587248638,4.0
800084,A32ZKBXJJ45BRY,B0006CZ96C,5.0
800117,AMX0PJKV4PPNJ,0888995504,5.0
800169,A34UTL4AVX80MK,B000QBF896,4.0
800179,A2VG0RY3EUWZKB,B000QBF896,5.0
800187,A2F6N60Z96CAJI,B000QBF896,5.0
800265,A14OJS0VWMOSWO,1586854704,5.0
800283,AFVQZQ8PW0L,0671785915,5.0
800322,A2SHQJP6PNQTLD,0970542909,4.0
800330,A281NPSIMI1C2R,0970542909,4.0
800352,A2OJW07GQRNJUT,B000NXKKV8,5.0
800361,AU7ND6NOCX9IA,0709100035,5.0
800364,A14OJS0VWMOSWO,B000N2HBP2,5.0
800366,A21VR7M8O55EF6,B000L6N3GG,4.0
800371,A319KYEIAZ3SON,1840321547,4.0
800404,A1NATT3PN24QWY,0738208981,5.0
800429,A133ZC2Z8MAIED,B000F1RKOS,3.0
800441,A2E3GFHUDNPYDH,B000N2HBQQ,5.0
800499,A14OJS0VWMOSWO,B000NRQPB8,5.0
800521,A3QZCA4LTTVGAD,0613028902,5.0
800523,A21VR7M8O55EF6,0613028902,5.0
800581,AFVQZQ8PW0L,B000HWYTWQ,4.0
800648,A1MC6BFHWY6WC3,0881846023,5.0
800653,A2NJO6YE954DBH,B0006BM2TK,5.0
800729,A14OJS0VWMOSWO,0966625129,5.0
800751,A1IU7S4HCK1XK0,0525244697,4.0
800779,A1X8VZWTOG8IS6,1401207596,4.0
800828,AFVQZQ8PW0L,0425194396,5.0
800838,A16QODENBJVUI1,0879103272,4.0
800840,A14OJS0VWMOSWO,0879103272,5.0
800842,A1M8PP7MLHNBQB,0879103272,5.0
800854,A303U1MOXG5R1F,0393323609,5.0
800857,A2EDZH51XHFA9B,0385286325,3.0
800862,A2FTHCGH06O4Y5,0385286325,2.0
800884,A3M174IC0VXOS2,076361176X,5.0
800911,A2VKWLCNZF4ZVB,1583145990,4.0
800920,A328S9RN3U5M68,0312264305,4.0
800928,A126KX6FVI4T66,B000MXWVIY,3.0
800936,AHD101501WCN1,B0007E564E,4.0
800984,A1DQZBHEU98PBT,B000NYWVOG,5.0
800990,A1CNQTCRQ35IMM,B000NYWVOG,2.0
801043,A1L43KWWR05PCS,B000NYWVOG,5.0
801166,A14OJS0VWMOSWO,1405106220,5.0
801170,A14OJS0VWMOSWO,1933037563,5.0
801193,A2OJW07GQRNJUT,B0007G65J2,5.0
801221,A1NT7ED5TATUAM,B000OW41XQ,4.0
801222,A2PWUIQG57O1AZ,B000OW41XQ,4.0
801268,AC9B29BXXWJHD,B000H2N300,2.0
801281,A3M174IC0VXOS2,B000H2N300,4.0
801291,A1T17LMQABMBN5,B000H2N300,3.0
801337,A1D2C0WDCSHUWZ,B000H2N300,3.0
801338,A2F6N60Z96CAJI,B000H2N300,3.0
801379,AN0XWUHSHRUG6,B000H2N300,3.0
801384,A1K1JW1C5CUSUZ,B000H2N300,3.0
801388,A1OX82JPAQLL60,0743507746,5.0
801407,A1K1JW1C5CUSUZ,0743507746,5.0
801415,A1OX82JPAQLL60,0743507746,5.0
801420,A2CR57GAJKNWVV,074343529X,5.0
801436,A1S3C5OFU508P3,0809243563,5.0
801446,A281NPSIMI1C2R,0809243563,5.0
801449,A1MC6BFHWY6WC3,0809243563,5.0
801481,A1N1YEMTI9DJ86,0140167374,5.0
801483,A3O2RCKAMSE9X7,0140167374,4.0
801486,A1TIZI060W4BD9,0140167374,5.0
801487,A2ENIQZX6VJYUM,0140167374,5.0
801500,AHXAPVSHPJ6OJ,0140167374,5.0
801505,A2CW9IQAPFEYLM,0140167374,5.0
801508,A1G37DFO8MQW0M,0140167374,5.0
801518,A30TK6U7DNS82R,1403975973,5.0
801537,A14OJS0VWMOSWO,1886937834,5.0
801562,A1NC9AGZOBI0M1,B000NM0ZNW,4.0
801567,A3PGGI7A6XCNF1,1572492074,5.0
801584,AUTBHG6070SL4,0201379430,5.0
801656,A1I2O9Y3X3HXLS,B000HEOM2G,5.0
801729,AUTBHG6070SL4,0552147419,4.0
801732,A2O9HU1K7TCF7B,0552147419,5.0
801753,A281NPSIMI1C2R,0756603374,5.0
801805,A1S3C5OFU508P3,B000KF3444,5.0
801809,AUEY946M1L939,0853898324,4.0
801810,A1S3C5OFU508P3,B000KF344O,5.0
801814,A1K1JW1C5CUSUZ,0743507754,5.0
801822,A1OX82JPAQLL60,0743507754,5.0
801826,A1OX82JPAQLL60,0743507754,5.0
801855,A303U1MOXG5R1F,B000N76YXM,4.0
801858,A2V3P1XE33NYC3,B000N76YXM,5.0
801859,A2YF4ZMECJVLK9,B000N76YXM,5.0
801866,A1G37DFO8MQW0M,B000N76YXM,5.0
801878,AHD101501WCN1,0061013382,4.0
801931,A1S3C5OFU508P3,B0006AMD4K,4.0
801932,A3MV1KKHX51FYT,B0006AMD4K,5.0
801945,A1ZDWD35AZL3S,B000KVH21O,5.0
801952,A2F3M93RRLFQNJ,B000KVH21O,4.0
801955,A3OJFPKMCXKOM0,B000KVH21O,5.0
801962,A1EKTLUL24HDG8,B000KVH21O,5.0
801969,A1NT7ED5TATUAM,B000KVH21O,2.0
801997,A1EKTLUL24HDG8,B000KVH21O,5.0
801999,A2YF4ZMECJVLK9,B000KVH21O,4.0
802007,A1EKTLUL24HDG8,B000KVH21O,5.0
802008,A1LMBM1N4EXS5W,B000KVH21O,5.0
802009,A1LMBM1N4EXS5W,B000KVH21O,5.0
802010,A2L7N2U5Z316ZE,B000KVH21O,5.0
802011,A1G37DFO8MQW0M,B000KVH21O,5.0
802018,A1X8VZWTOG8IS6,B000KVH21O,4.0
802019,AU6DIIDZK2OQM,B000KVH21O,4.0
802065,A1DK5AZMXS1QA3,B000KVH21O,5.0
802071,A3IKBHODOTYYHM,B000KVH21O,3.0
802072,A1LMBM1N4EXS5W,B000KVH21O,4.0
802093,A1LMBM1N4EXS5W,B000KVH21O,5.0
802124,A3MQXFVZ9DCE8M,B000KVH21O,5.0
802132,A2CW9IQAPFEYLM,B000KVH21O,5.0
802134,AJDYDG7YZY9QL,B000KVH21O,5.0
802145,A13G1TKIKHGV3F,B000KVH21O,5.0
802159,A1LMBM1N4EXS5W,B000KVH21O,5.0
802160,A2L7N2U5Z316ZE,B000KVH21O,5.0
802161,A2L7N2U5Z316ZE,B000KVH21O,5.0
802162,A2L7N2U5Z316ZE,B000KVH21O,5.0
802163,A2L7N2U5Z316ZE,B000KVH21O,5.0
802166,A12A08OL0TZY0W,B000KVH21O,5.0
802167,AHD101501WCN1,B000KVH21O,5.0
802229,A3QVAKVRAH657N,B0007JYZHI,1.0
802267,AHD101501WCN1,B0007JYZHI,5.0
802278,A2NTJUI2DLZF4R,B0007JYZHI,5.0
802317,AFVQZQ8PW0L,0099278308,5.0
802349,A3FVAWZNKW9GX,B000I15HEU,5.0
802370,A1ZEOVGC3CDE0C,B000HLOXIM,4.0
802382,A1D2C0WDCSHUWZ,B000HLOXIM,4.0
802425,A2ODBHT4URXVXQ,156895039X,5.0
802430,A37XGUQ1VH0XM6,B000TZCRYI,5.0
802444,A1BA72K4VK1UN1,B000GR6A4C,5.0
802469,A222LQEPE7O7BV,0688052010,1.0
802513,AFVQZQ8PW0L,B000HWYTXK,4.0
802544,A1M8PP7MLHNBQB,006082347X,5.0
802691,AFVQZQ8PW0L,006082347X,4.0
802775,A2HM0BZWQRV1EF,006082347X,4.0
802861,A1POFVVXUZR3IQ,1550745476,5.0
802876,A2GBJQ9THOYDAJ,B0006F7106,5.0
802887,A1X8VZWTOG8IS6,B0006F7106,3.0
802930,A1RJD10TTI568L,B000IOWNGM,5.0
802933,A3QZCA4LTTVGAD,0942655079,5.0
802967,A14OJS0VWMOSWO,B000N2HBRK,5.0
802998,A1S3C5OFU508P3,B000ERM4DA,4.0
803019,AFVQZQ8PW0L,B000N2HBR0,5.0
803108,A370Z6I5GBWU44,1561034371,4.0
803134,AHD101501WCN1,1561034371,5.0
803161,A2NHD7LUXVGTD3,1561034371,5.0
803188,A3OJFPKMCXKOM0,1561034371,4.0
803189,A1CHM200OEN65X,1561034371,5.0
803213,A3O2RCKAMSE9X7,1561034371,5.0
803214,AI37YX1U4KB1L,1561034371,5.0
803220,A3MQXFVZ9DCE8M,1561034371,5.0
803224,A3QZCA4LTTVGAD,1561034371,5.0
803234,A1G37DFO8MQW0M,1561034371,5.0
803235,A1NT7ED5TATUAM,1561034371,5.0
803248,A14OJS0VWMOSWO,1561034371,5.0
803297,A1JTG5X4VHJV27,1561034371,2.0
803391,A3JSRMS7FO6EKQ,1561034371,4.0
803398,A1EKTLUL24HDG8,1561034371,4.0
803419,A3FHAMLNGHCFU7,1561034371,3.0
803444,A34UTL4AVX80MK,1561034371,5.0
803482,A1MC6BFHWY6WC3,1561034371,5.0
803487,AHCVWPLA1O4X8,1561034371,5.0
803765,A2YUZKPLUYQDKV,B0007E99V0,5.0
803766,A1X8VZWTOG8IS6,B0007E99V0,4.0
803775,A1I2O9Y3X3HXLS,B0007E99V0,5.0
803777,AUTBHG6070SL4,B0007E99V0,5.0
803839,A1POFVVXUZR3IQ,B000N7CK1C,5.0
803847,A1MC6BFHWY6WC3,B000N7CK1C,5.0
803868,A2VE83MZF98ITY,B000MN8PAM,5.0
803870,AHD101501WCN1,B000MN8PAM,5.0
803884,A14OJS0VWMOSWO,1572233966,5.0
803946,A2BZCHIDR5FTYA,0613993705,5.0
803974,A14OJS0VWMOSWO,0963021451,5.0
803977,A2Z4KA3EFQWZOX,0891410430,4.0
803983,A4H4KYSM2KQ85,B000NZ3O2S,4.0
804010,A2NHD7LUXVGTD3,B000K3L8BW,4.0
804014,A2UIXU97JYCPZG,B000K3L8BW,5.0
804015,A1NT7ED5TATUAM,B000K3L8BW,2.0
804021,A2GBJQ9THOYDAJ,B000K3L8BW,4.0
804027,AKT8TGIT6VVZ5,B000K3L8BW,5.0
804028,A2NHD7LUXVGTD3,0892648015,4.0
804032,A2YUZKPLUYQDKV,B000NZSAPE,5.0
804052,A30KEXFT9SILL6,B000NZSAPE,4.0
804084,AUM3YMZ0YRJE0,B000NWQ1EO,2.0
804100,A3BIWTN2DA0YY2,B000B43926,5.0
804101,A3A6GXILVT9JNW,B000B43926,5.0
804105,A1D2C0WDCSHUWZ,B000B43926,5.0
804109,A1BA72K4VK1UN1,B000B43926,5.0
804121,A1IOJE0W1NXOSE,B000B43926,5.0
804136,A4FX5YCJA630V,B000B43926,4.0
804139,A1NC9AGZOBI0M1,B000B43926,5.0
804160,A1CGLIDN7E5MK8,B000EZ36UC,5.0
804188,A1X8VZWTOG8IS6,0593047389,4.0
804189,A14OJS0VWMOSWO,0593047389,5.0
804216,AFVQZQ8PW0L,B000P48IPA,5.0
804234,A34UTL4AVX80MK,0393323625,5.0
804235,AHD101501WCN1,0393323625,4.0
804239,AG35NEEFCMQVR,0471669598,5.0
804248,AHD101501WCN1,B000B5U81U,5.0
804255,A126KX6FVI4T66,0486695360,2.0
804398,A1LMBM1N4EXS5W,B0007J4B6I,5.0
804406,A3NIQK6ZLYEP1L,0426113241,4.0
804437,A2GBJQ9THOYDAJ,B00005VP26,5.0
804458,AN8C7BGR98HLN,B00005VP26,3.0
804470,A1T17LMQABMBN5,B00005VP26,5.0
804486,A1CNQTCRQ35IMM,B00005VP26,4.0
804498,A20EEWWSFMZ1PN,B000EDPL84,5.0
804515,A20EEWWSFMZ1PN,B000EDPL84,5.0
804520,A20EEWWSFMZ1PN,B000EDPL84,5.0
804549,A34UTL4AVX80MK,B000EDPL84,5.0
804552,AHXAPVSHPJ6OJ,B000EDPL84,5.0
804563,A3QVAKVRAH657N,B000EDPL84,5.0
804605,A1MZB6UBKOVSK0,B000EDPL84,3.0
804656,A3MV1KKHX51FYT,B000EDPL84,2.0
804737,A20EEWWSFMZ1PN,B000EDPL84,5.0
804771,A20EEWWSFMZ1PN,B000EDPL84,5.0
804812,A3QZCA4LTTVGAD,B000EDPL84,5.0
804906,A1D2C0WDCSHUWZ,B000EDPL84,5.0
804956,A1NC9AGZOBI0M1,B000EDPL84,5.0
804957,A1G37DFO8MQW0M,B000EDPL84,5.0
804973,A3MQXFVZ9DCE8M,B000EDPL84,5.0
804995,A2O9HU1K7TCF7B,B000EDPL84,5.0
805019,A13G1TKIKHGV3F,B000EDPL84,3.0
805030,A20EEWWSFMZ1PN,B000EDPL84,5.0
805034,A1S3C5OFU508P3,B000EDPL84,5.0
805038,A3OJFPKMCXKOM0,B000EDPL84,4.0
805042,A20EEWWSFMZ1PN,B000EDPL84,5.0
805043,A20EEWWSFMZ1PN,B000EDPL84,5.0
805044,A2YF4ZMECJVLK9,B000EDPL84,5.0
805048,A3KF4IP2MUS8QQ,B000EDPL84,5.0
805059,A39650P2CZUUC9,B000EDPL84,5.0
805071,A1X8VZWTOG8IS6,B000EDPL84,4.0
805096,A20EEWWSFMZ1PN,B000EDPL84,5.0
805118,A20EEWWSFMZ1PN,B000EDPL84,5.0
805180,A3NI29U4P5NQF1,B000EDPL84,5.0
805182,A20EEWWSFMZ1PN,B000EDPL84,5.0
805191,A14OJS0VWMOSWO,1930586612,5.0
805194,A232HUAELH5J6V,B000JD0RME,4.0
805216,AFYYHRPSFBLWS,B000PDHHAI,4.0
805231,A1DYXCF4148PJT,1885214111,2.0
805252,A2NJO6YE954DBH,B000GSQIQ6,5.0
805267,AQQLWCMRNDFGI,B000GSQIQ6,4.0
805268,A2NJO6YE954DBH,B000GSQIQ6,5.0
805272,A3OJFPKMCXKOM0,B000GSQIQ6,4.0
805279,A2VE83MZF98ITY,B000GSQIQ6,5.0
805285,A3O2RCKAMSE9X7,B000GSQIQ6,4.0
805313,A2NJO6YE954DBH,B000GSQIQ6,5.0
805334,A3FVAWZNKW9GX,B000GSQIQ6,5.0
805335,A2NJO6YE954DBH,B000GSQIQ6,5.0
805339,A2NJO6YE954DBH,B000GSQIQ6,5.0
805383,A2VE83MZF98ITY,B000GSQIQ6,5.0
805384,A1LMBM1N4EXS5W,B000GSQIQ6,3.0
805391,A2NJO6YE954DBH,B000GSQIQ6,5.0
805413,A1LMBM1N4EXS5W,B000GSQIQ6,3.0
805428,A2VE83MZF98ITY,B000GSQIQ6,5.0
805430,A3FVAWZNKW9GX,B000GSQIQ6,5.0
805431,A2NJO6YE954DBH,B000GSQIQ6,5.0
805432,A2VE83MZF98ITY,B000GSQIQ6,5.0
805460,A2VG0RY3EUWZKB,1579620817,5.0
805526,AHD101501WCN1,B000PX4XIM,5.0
805530,A1NATT3PN24QWY,1593371551,4.0
805541,AG35NEEFCMQVR,0596006411,4.0
805556,A3R19YKNL641X3,0596006411,4.0
805566,AG35NEEFCMQVR,0131406353,5.0
805572,A3R19YKNL641X3,0131406353,4.0
805631,A1S3C5OFU508P3,B000KF3458,5.0
805634,A39650P2CZUUC9,0394445732,4.0
805641,A34UTL4AVX80MK,0394445732,5.0
805645,A2CW9IQAPFEYLM,0394445732,4.0
805742,AG35NEEFCMQVR,B000NZSAQ8,3.0
805768,A1TIZI060W4BD9,B000Q8QIRU,4.0
805770,A1OB5L3WMHJAD9,B000Q8QIRU,5.0
805791,A12A08OL0TZY0W,B000Q8QIRU,2.0
805810,A17FLA8HQOFVIG,B000Q8QIRU,4.0
805836,A1BA72K4VK1UN1,B000FCHVFU,5.0
805852,A20IIR0422G3A5,155832223X,5.0
805853,A1M8PP7MLHNBQB,155832223X,5.0
805863,A14OJS0VWMOSWO,155832223X,5.0
805873,A14OJS0VWMOSWO,1563383640,5.0
805874,A3MQXFVZ9DCE8M,074512884X,3.0
805903,A1M8PP7MLHNBQB,B000N2HBSY,5.0
805925,A21NVBFIEQWDSG,0976520117,4.0
805926,A1S3C5OFU508P3,0976520117,4.0
806045,A281NPSIMI1C2R,0756603390,5.0
806064,A30TK6U7DNS82R,1585423564,5.0
806070,A3MQXFVZ9DCE8M,B0006CCIHK,5.0
806130,A1I2O9Y3X3HXLS,B000HWNZVC,5.0
806136,A3NIQK6ZLYEP1L,B000HWNZVC,4.0
806147,A3H82LUT1EC655,0743419219,5.0
806180,A21VR7M8O55EF6,0743507770,5.0
806182,A2O9HU1K7TCF7B,0743507770,5.0
806187,A3SN9EF7GTNEU2,0743507770,5.0
806269,A13OFOB1394G31,1860193668,4.0
806270,A20EEWWSFMZ1PN,B000HLEZ3U,5.0
806302,A2VKWLCNZF4ZVB,B000N2HBTI,3.0
806329,A2GBJQ9THOYDAJ,B000JX8QS6,5.0
806342,A1D2C0WDCSHUWZ,B000JX8QS6,4.0
806373,A30TK6U7DNS82R,1578067774,5.0
806378,A1CGLIDN7E5MK8,B000JD7I0S,5.0
806383,A258HDMERSI6WJ,B00086AM2M,5.0
806389,A1N1YEMTI9DJ86,B00086AM2M,5.0
806390,A96K1ZGW56S2I,B00086AM2M,5.0
806397,ACIBQ6BQ6AWEV,B00086AM2M,4.0
806497,A1E2NA2F4RTQ9B,B000HMAE34,4.0
806502,AMX0PJKV4PPNJ,B000HMAE34,4.0
806506,A4FX5YCJA630V,B000HMAE34,5.0
806521,ABN5K7K1TM1QA,0801865840,4.0
806537,A1MJMYLRTZ76ZX,B000FKPBK4,5.0
806541,A20EEWWSFMZ1PN,B000FKPBK4,5.0
806578,AG35NEEFCMQVR,0321136179,4.0
806582,A1MJMYLRTZ76ZX,B000J36YBW,5.0
806583,A24505CR98NLLV,B000J36YBW,5.0
806635,A2VKWLCNZF4ZVB,0786249315,4.0
806654,A2F6N60Z96CAJI,0786249315,5.0
806705,A32ZKBXJJ45BRY,B0007G16AU,5.0
806781,A2PWUIQG57O1AZ,0312865961,3.0
806804,AHCVWPLA1O4X8,B0006XB4B0,5.0
806807,A1RJD10TTI568L,B0006XB4B0,5.0
806826,A1LMBM1N4EXS5W,B0006XB4B0,3.0
806834,A1NC9AGZOBI0M1,B0006XB4B0,5.0
806851,A3QZCA4LTTVGAD,B0006XB4B0,3.0
806891,A1RJD10TTI568L,B0006XB4B0,5.0
806893,A1RJD10TTI568L,B0006XB4B0,5.0
806918,A2VE83MZF98ITY,B0006XB4B0,5.0
806949,A2PR6NXG0PA3KY,B000PVHQOW,5.0
806967,A2RPIGO3G4M6GN,0708981879,4.0
806977,A133ZC2Z8MAIED,0708981879,4.0
806994,A1X8VZWTOG8IS6,0708981879,5.0
807002,A222LQEPE7O7BV,0708981879,4.0
807007,A1NT7ED5TATUAM,0708981879,2.0
807012,A1G9FX1KV45N41,0708981879,2.0
807016,A2F3SXHT6RBV81,0446609218,3.0
807048,A258HDMERSI6WJ,B00085ZZMU,5.0
807069,A3A6GXILVT9JNW,B000PIFXWW,5.0
807147,A2Z4KA3EFQWZOX,1919854037,5.0
807168,AN0XWUHSHRUG6,0380812029,4.0
807273,A55MRYPUAX4QU,B000N6R3MO,5.0
807367,A232HUAELH5J6V,B000N6R3MO,4.0
807370,A1K1JW1C5CUSUZ,B000N6R3MO,5.0
807371,A29NUB3P6YIWZG,B000N6R3MO,4.0
807459,A14OJS0VWMOSWO,157188307X,5.0
807479,A3FHAMLNGHCFU7,0743419227,4.0
807493,AC1K4OQOZ90RS,1578194326,5.0
807512,A14OJS0VWMOSWO,0827605390,5.0
807553,A3QZCA4LTTVGAD,0813514207,4.0
807602,A1DYXCF4148PJT,0618087281,5.0
807652,A1DYXCF4148PJT,B000N2HBT8,5.0
807659,A1TIZI060W4BD9,0252064321,4.0
807660,A2L7N2U5Z316ZE,B000GYGAFY,5.0
807714,A1S3C5OFU508P3,0316273023,5.0
807717,A24505CR98NLLV,B000QC6T8O,5.0
807783,AU6DIIDZK2OQM,B000G9YMPE,3.0
807784,A29NUB3P6YIWZG,B000G9YMPE,4.0
807785,A3LKWMM12AF0PU,B000G9YMPE,5.0
807790,A2YXRT2XIJIO57,B000G9YMPE,5.0
807797,AHXAPVSHPJ6OJ,B000G9YMPE,2.0
807806,A2ENIQZX6VJYUM,B000G9YMPE,4.0
807833,A1IU7S4HCK1XK0,B000G9YMPE,4.0
807836,A8F2AZWB20X1H,B000G9YMPE,4.0
807843,A2AYSFGUP5VTY3,B000G9YMPE,5.0
807942,ACIBQ6BQ6AWEV,B000NQ0M2M,3.0
807947,A30TK6U7DNS82R,B000NQ0M2M,4.0
807948,A3OH101U0CPUC7,B000NQ0M2M,4.0
807961,A3BIWTN2DA0YY2,B000NQ0M2M,5.0
807983,A1LVZOK9F7K4CN,B000NQ0M2M,4.0
808011,A4FX5YCJA630V,B000NQ0M2M,4.0
808031,A3K1RVYM3JQZZS,B000NQ0M2M,4.0
808033,A1XTWXIMUCDGQE,B000NQ0M2M,5.0
808038,A3OH101U0CPUC7,B000NQ0M2M,4.0
808042,A1NC9AGZOBI0M1,B000NQ0M2M,5.0
808043,A3E8QNDC7CV44,B000NQ0M2M,5.0
808044,A3A6GXILVT9JNW,B000NQ0M2M,5.0
808048,A1RAUVCWYHTQI4,B000NQ0M2M,3.0
808071,A1IOJE0W1NXOSE,B000NQ0M2M,4.0
808103,A3R1E4K7B6RUHP,B000NQ0M2M,4.0
808158,A2PWUIQG57O1AZ,B000NXFLN0,4.0
808168,ACIBQ6BQ6AWEV,B000NXFLN0,4.0
808170,A3A6GXILVT9JNW,B000NXFLN0,5.0
808178,A2BZCHIDR5FTYA,0821776274,5.0
808204,A1S3C5OFU508P3,0130173452,4.0
808209,A1D2C0WDCSHUWZ,B00071SK04,5.0
808374,A3R19YKNL641X3,0596006438,4.0
808376,AG35NEEFCMQVR,0596006438,4.0
808380,A21NVBFIEQWDSG,1591331374,4.0
808444,AFVQZQ8PW0L,1551669005,5.0
808454,A14OJS0VWMOSWO,1551669005,5.0
808473,A2EDZH51XHFA9B,B0007EDZEW,4.0
808479,A4FX5YCJA630V,B0007EDZEW,5.0
808505,AMX0PJKV4PPNJ,B0007EDZEW,3.0
808506,A1X8VZWTOG8IS6,B0007EDZEW,3.0
808526,A1D2C0WDCSHUWZ,B0007EDZEW,5.0
808531,AFYYHRPSFBLWS,B0007EDZEW,5.0
808543,A14OJS0VWMOSWO,1580910904,5.0
808552,A319KYEIAZ3SON,0330493833,5.0
808561,A2VKWLCNZF4ZVB,B000OU32FG,3.0
808563,AFVQZQ8PW0L,B000OU32FG,5.0
808572,A1MC6BFHWY6WC3,B00005VP4V,5.0
808593,A1RAUVCWYHTQI4,156584372X,5.0
808646,A14OJS0VWMOSWO,B0007390LK,5.0
808663,AGV0RUQJHFW3S,B000KFXLJW,5.0
808668,A2GBJQ9THOYDAJ,0936124172,5.0
808679,AUTBHG6070SL4,B0006EV9EQ,4.0
808871,A2RPIGO3G4M6GN,1416509879,2.0
808952,AFVQZQ8PW0L,1416509879,5.0
808982,A1CNQTCRQ35IMM,1416509879,5.0
809025,AN0XWUHSHRUG6,1416509879,5.0
809033,A2BZCHIDR5FTYA,1416509879,5.0
809149,A1OX82JPAQLL60,0801027616,5.0
809248,AK7D1BHZOSOL1,075401178X,5.0
809287,AFVQZQ8PW0L,B000KWBLG0,5.0
809294,A1L43KWWR05PCS,0553578626,3.0
809303,A1N1YEMTI9DJ86,0553578626,4.0
809311,A30TK6U7DNS82R,1932009450,3.0
809385,A2VKWLCNZF4ZVB,0767918479,5.0
809438,A126KX6FVI4T66,B000NQFA92,4.0
809462,A55MRYPUAX4QU,B000NQFA92,2.0
809464,AUM3YMZ0YRJE0,B000NQFA92,2.0
809850,A3SN9EF7GTNEU2,0895297272,4.0
809960,A1S3C5OFU508P3,B0006ALHL0,5.0
809961,AHD101501WCN1,B0006ALHL0,5.0
809989,A1NT7ED5TATUAM,B0006ALHL0,5.0
810010,A37XGUQ1VH0XM6,0515057193,5.0
810015,A2O5RT4RCC4NU2,0515057193,5.0
810025,AKT8TGIT6VVZ5,0743419235,2.0
810028,A3FHAMLNGHCFU7,0743419235,4.0
810032,A14OJS0VWMOSWO,1580623352,5.0
810034,A2UIXU97JYCPZG,1590170911,4.0
810036,AHD101501WCN1,1590170911,5.0
810065,A2YF4ZMECJVLK9,B00087VZXQ,4.0
810073,AGEIT17HENDIS,0140129804,4.0
810190,A3M174IC0VXOS2,1579620833,4.0
810223,A14OJS0VWMOSWO,B0006RW6RC,5.0
810225,A14OJS0VWMOSWO,0787277479,5.0
810229,A3RFXU3P0XKKF4,0787277479,5.0
810242,AN0XWUHSHRUG6,0380812037,4.0
810266,AFVQZQ8PW0L,0380812037,4.0
810334,A14OJS0VWMOSWO,1558322256,5.0
810338,A2L7N2U5Z316ZE,0946609691,5.0
810353,A1POFVVXUZR3IQ,B000JLC8W8,5.0
810356,A1EKTLUL24HDG8,B000HIRGNO,3.0
810428,A96K1ZGW56S2I,B000FKPBMM,5.0
810476,A3R19YKNL641X3,0596006446,5.0
810520,A2HM0BZWQRV1EF,0743507797,5.0
810541,A3JSRMS7FO6EKQ,B0006D99TY,5.0
810570,A28WJUJF6D2ULA,B0006D99TY,4.0
810597,A281NPSIMI1C2R,B0007HX4MM,4.0
810652,A3R19YKNL641X3,B000N2HBVQ,5.0
810738,A2PWUIQG57O1AZ,0312865988,5.0
810778,A3UDYY6L2NH3JS,B0007BHE2Y,4.0
810780,A1BA72K4VK1UN1,B0007BHE2Y,5.0
810782,A2F6N60Z96CAJI,0142004340,5.0
810805,A2AYSFGUP5VTY3,B000NQ0M40,2.0
810812,A1G37DFO8MQW0M,B000NQ0M40,5.0
810816,A1NC9AGZOBI0M1,B000NQ0M40,5.0
810817,A1BA72K4VK1UN1,B000NQ0M40,5.0
810820,A3R1E4K7B6RUHP,B000NQ0M40,3.0
